5	13	3.5
5	12	3.5
5	11	3.5
5	10	3.5
5	9	3.5
5	8	3.5
5	7	3.5
5	6	3.5
5	5	3.5
5	4	3.5
6	3	3.5
6	4	3.5
6	5	3.5
6	6	3.5
6	7	3.5
6	8	3.5
6	9	3.5
6	10	3.5
6	11	3.5
6	12	3.5
6	13	3.5
6	14	3.5
7	16	3.5
7	15	3.5
7	14	3.5
7	13	3.5
7	12	3.6
7	11	3.6
7	10	3.6
7	9	3.6
7	8	3.5
7	7	3.5
7	6	3.5
7	5	3.5
7	4	3.5
7	3	3.5
7	2	3.5
7	1	3.5
8	1	3.5
8	2	3.5
8	3	3.5
8	4	3.6
8	5	3.6
8	6	3.6
8	7	3.5
8	8	3.6
8	9	3.6
8	10	3.6
8	11	3.6
8	12	3.6
8	13	3.6
8	14	3.6
8	15	3.5
8	16	3.6
9	16	3.6
9	15	3.5
9	14	3.5
9	13	3.6
9	12	3.6
9	11	3.6
9	10	3.6
9	9	3.6
9	8	3.6
9	7	3.6
9	6	3.5
9	5	3.5
9	4	3.5
9	3	3.5
9	2	3.5
9	1	3.6
10	2	3.5
10	3	3.6
10	4	3.5
10	5	3.5
10	6	3.5
10	7	3.6
10	8	3.6
10	9	3.6
10	10	3.6
10	11	3.6
10	12	3.6
10	13	3.5
10	14	3.6
10	15	3.6
11	14	3.6
11	13	3.6
11	12	3.5
11	11	3.6
11	10	3.6
11	9	3.8
11	8	3.7
11	7	3.6
11	6	3.6
11	5	3.6
11	4	3.6
11	3	3.6
12	7	3.6
12	8	3.6
12	9	3.6
12	10	3.6
