,RCH1_1,RCH1_2,RCH1_3,RCH1_4,RCH1_5,RCH1_6,RCH1_7,RCH1_8,RCH1_9,RCH1_10,RCH2_1,RCH2_2,RCH2_3,RCH2_4,RCH2_5,RCH2_6,RCH2_7,RCH2_8,RCH2_9,RCH2_10,RCH3_1,RCH3_2,RCH3_3,RCH3_4,RCH3_5,RCH3_6,RCH3_7,RCH3_8,RCH3_9,RCH3_10,RCH4_1,RCH4_2,RCH4_3,RCH4_4,RCH4_5,RCH4_6,RCH4_7,RCH4_8,RCH4_9,RCH4_10,RCH5_1,RCH5_2,RCH5_3,RCH5_4,RCH5_5,RCH5_6,RCH5_7,RCH5_8,RCH5_9,RCH5_10
18,28.724,28.8192,28.721600000000002,28.721600000000002,28.8192,28.721399999999985,28.720999999999997,28.82000000000002,28.81999999999998,28.81800000000001,33.3156,33.312999999999995,33.2154,33.312999999999995,33.2154,33.11760000000001,33.216,33.31199999999996,33.216,33.412,168.03019999999998,165.5918,163.072,135.81399999999996,148.51400000000004,157.11399999999998,160.33799999999997,160.82600000000014,160.1419999999999,158.97000000000006,167.93019999999999,165.68980000000002,165.70999999999998,166.298,167.27599999999993,168.05599999999998,168.54400000000015,167.9599999999999,166.394,164.53999999999985,168.03019999999998,165.68980000000002,165.61199999999997,166.39600000000004,167.37200000000004,167.9599999999999,168.54400000000015,167.86199999999985,166.2980000000001,164.63599999999997
19,33.5094,33.5084,33.5086,33.703799999999994,33.606,33.801800000000014,33.80199999999998,33.800000000000004,33.9,34.098000000000006,43.376400000000004,43.473,43.570799999999984,43.473000000000006,43.66880000000002,43.66799999999999,43.76599999999997,43.96600000000004,44.06599999999998,44.164,40.5432,40.542399999999994,40.64,40.64000000000001,40.6404,40.83399999999999,40.836000000000006,40.93399999999998,41.13600000000002,41.23200000000002,45.8186,45.91539999999999,45.91539999999999,46.01300000000001,46.11159999999998,46.20800000000003,46.501999999999995,46.605999999999966,46.80200000000001,46.99799999999996,52.852399999999996,52.75399999999999,52.949200000000005,53.242399999999996,53.24200000000001,53.24199999999997,53.64200000000001,53.83599999999999,54.03200000000003,54.32600000000001
20,33.4118,33.5084,33.410799999999995,33.606,33.5086,33.606399999999994,33.704,33.704,33.704,33.9,42.9838,42.98459999999999,42.88699999999999,43.17999999999999,43.08259999999999,43.08200000000002,43.37599999999999,43.37800000000001,43.480000000000004,43.47999999999996,41.6162,41.421600000000005,41.616799999999984,41.61700000000001,41.6164,41.715999999999994,41.812000000000005,42.01000000000001,42.013999999999996,42.013999999999996,46.3072,46.4038,46.50139999999999,46.50160000000001,46.59999999999997,46.696000000000026,46.89399999999999,47.191999999999986,47.192000000000036,47.48599999999996,53.73,53.9262,53.828399999999995,54.02340000000001,53.92600000000001,54.122,54.423999999999985,54.51999999999999,54.81400000000001,54.91200000000003
21,33.607200000000006,33.7038,33.60599999999999,33.8994,33.703799999999994,33.801800000000014,33.80199999999998,33.996,33.996,34.098000000000006,43.474000000000004,43.570800000000006,43.570799999999984,43.668400000000005,43.57000000000002,43.76599999999997,43.86399999999999,43.96600000000004,44.16399999999996,44.164000000000044,40.8364,40.8354,40.93300000000001,41.03079999999999,41.0304,41.032000000000004,41.225999999999985,41.22600000000003,41.427999999999976,41.427999999999976,46.4048,46.4038,46.50160000000001,46.599199999999996,46.50059999999998,46.69799999999999,46.894000000000034,47.093999999999966,47.094000000000015,47.38800000000003,52.364,52.55839999999999,52.6562,52.655400000000014,52.95000000000001,52.85199999999999,53.05399999999998,53.24999999999997,53.54400000000003,53.64199999999997
22,33.2146,33.215399999999995,33.215399999999995,33.2154,33.41080000000001,33.214399999999976,33.31400000000002,33.508,33.508,33.511999999999986,43.081599999999995,43.0822,43.0824,43.17999999999999,43.179799999999986,43.17999999999999,43.37600000000003,43.574,43.47999999999996,43.57799999999998,41.03,40.933,40.9332,41.1284,41.031400000000005,41.12800000000001,41.32399999999996,41.227999999999994,41.42800000000002,41.622,46.991,47.08760000000001,47.18539999999999,47.28300000000001,47.18499999999999,47.477999999999994,47.57800000000003,47.682,47.974000000000004,47.97399999999996,53.143800000000006,53.047,53.2422,53.243000000000016,53.33999999999999,53.43800000000001,53.64,53.73999999999999,54.03200000000003,54.22599999999997
23,33.8986,33.801399999999994,33.703799999999994,33.89919999999999,33.899200000000015,33.89979999999999,33.996,34.09399999999998,34.19400000000001,34.29199999999999,42.3018,42.3006,42.39859999999999,42.39840000000002,42.496600000000015,42.59399999999997,42.59400000000002,42.69399999999997,42.992000000000004,42.891999999999975,40.8364,40.933,40.933,41.03080000000001,41.03080000000001,41.225999999999985,41.225999999999985,41.227999999999994,41.525999999999996,41.52399999999998,46.6978,46.7946,46.79460000000001,46.89239999999999,46.990600000000015,47.086000000000006,47.18799999999996,47.486000000000004,47.582000000000015,47.87799999999995,52.36240000000001,52.265199999999986,52.46079999999999,52.6556,52.558000000000014,52.658,52.956,53.05400000000002,53.25199999999999,53.54199999999993
24,33.900200000000005,34.0946,33.996999999999986,34.094400000000014,34.0946,34.09520000000001,34.28999999999998,34.29000000000002,34.388,34.39000000000001,41.7156,41.6168,41.714600000000004,41.8124,41.91060000000002,41.90999999999998,42.005999999999986,42.01200000000003,42.306,42.209999999999994,40.738600000000005,40.9332,40.93300000000001,41.03079999999999,40.93240000000002,41.129999999999974,41.225999999999985,41.22600000000003,41.427999999999976,41.427999999999976,47.282399999999996,47.087599999999995,47.28300000000001,47.3808,47.3802,47.57599999999997,47.67600000000001,47.974000000000004,47.97399999999996,48.26800000000002,52.5578,52.4606,52.6562,52.655400000000014,52.85199999999999,52.85199999999999,53.152,53.05600000000003,53.444,53.73999999999999
25,33.802600000000005,33.7038,33.801399999999994,33.80160000000001,33.89919999999999,33.89939999999998,33.996,34.09600000000004,34.09399999999998,34.195999999999984,41.7156,41.714600000000004,41.6168,41.8124,41.91060000000002,41.812000000000005,42.103999999999964,42.10800000000003,42.209999999999994,42.308000000000014,40.738600000000005,40.73779999999999,40.73760000000001,40.933,40.835,41.032000000000004,41.02999999999999,41.130000000000024,41.33,41.33,46.5026,46.5992,46.59919999999998,46.79440000000001,46.892599999999995,46.892000000000024,47.28399999999997,47.290000000000006,47.58399999999998,47.876000000000026,51.77779999999999,51.8746,51.874599999999994,52.07100000000002,52.165999999999976,52.16799999999999,52.468,52.664000000000044,52.85999999999999,53.15199999999995
26,34.4846,34.5832,34.583,34.583000000000006,34.6808,34.583399999999976,34.77800000000002,34.68,34.97400000000002,34.88199999999999,41.911,41.910000000000004,41.90999999999999,42.00760000000001,42.007400000000004,42.20399999999999,42.201999999999984,42.20600000000001,42.405999999999985,42.50200000000004,39.9572,40.0538,40.1514,40.05379999999998,40.24980000000002,40.24799999999997,40.348000000000006,40.34599999999999,40.64800000000002,40.54799999999998,45.81699999999999,45.9154,45.7198,46.0132,46.0126,46.112000000000016,46.305999999999955,46.41000000000002,46.50999999999996,46.80200000000001,50.7992,50.6046,50.89780000000001,50.80039999999999,50.993999999999986,50.995999999999995,51.29400000000004,51.39399999999994,51.492000000000004,51.78400000000005
27,27.7494,27.842399999999994,27.744599999999995,27.842199999999995,27.94000000000001,27.842199999999995,27.8424,27.94080000000001,28.035999999999994,28.13599999999998,33.411,33.5084,33.41080000000001,33.60619999999999,33.606,33.60559999999999,33.60600000000002,33.9,33.704,33.90200000000001,32.4364,32.6292,32.5314,32.6294,32.53140000000001,32.727,32.629200000000004,32.92199999999998,32.824000000000005,32.82600000000002,35.560199999999995,35.6576,35.56,35.755399999999995,35.6576,35.85320000000001,35.94999999999997,35.95200000000003,36.14600000000001,36.05399999999999,38.0956,38.2954,38.2954,38.39299999999999,38.4908,38.48980000000002,38.58999999999999,38.686,38.788,38.88799999999999
