5	13	166.8
5	12	53.4
5	11	54.2
5	10	53.0
5	9	53.5
5	8	52.8
5	7	52.9
5	6	52.3
5	5	51.1
5	4	38.5
6	3	52.3
6	4	53.1
6	5	53.4
6	6	52.8
6	7	52.9
6	8	52.2
6	9	52.5
6	10	54.3
6	11	54.5
6	12	55.1
6	13	55.2
6	14	53.6
7	16	52.1
7	15	55.0
7	14	55.4
7	13	54.2
7	12	53.7
7	11	51.0
7	10	50.2
7	9	48.1
7	8	47.5
7	7	48.0
7	6	49.5
7	5	50.8
7	4	54.2
7	3	54.3
7	2	55.4
7	1	52.6
8	1	54.7
8	2	55.8
8	3	54.1
8	4	51.4
8	5	49.2
8	6	46.5
8	7	44.7
8	8	44.1
8	9	46.2
8	10	45.8
8	11	47.6
8	12	50.7
8	13	54.9
8	14	55.9
8	15	56.9
8	16	55.7
9	16	55.5
9	15	58.2
9	14	55.6
9	13	54.6
9	12	50.7
9	11	48.1
9	10	46.5
9	9	44.2
9	8	43.5
9	7	44.9
9	6	46.5
9	5	48.0
9	4	51.6
9	3	53.6
9	2	55.3
9	1	55.1
10	2	56.2
10	3	56.1
10	4	54.1
10	5	52.1
10	6	50.3
10	7	48.5
10	8	47.1
10	9	49.5
10	10	50.5
10	11	50.8
10	12	55.5
10	13	56.2
10	14	57.1
10	15	57.9
11	14	60.4
11	13	59.0
11	12	56.3
11	11	57.1
11	10	56.3
11	9	54.4
11	8	54.6
11	7	55.9
11	6	57.0
11	5	59.0
11	4	60.6
11	3	60.6
12	7	59.1
12	8	59.4
12	9	58.2
12	10	58.9
