5	13	33.3
5	12	43.7
5	11	43.2
5	10	43.8
5	9	43.3
5	8	42.6
5	7	41.9
5	6	41.9
5	5	42.1
5	4	33.6
6	3	42.2
6	4	43.6
6	5	42.6
6	6	43.0
6	7	43.6
6	8	43.1
6	9	42.8
6	10	44.1
6	11	43.6
6	12	43.6
6	13	43.7
6	14	43.6
7	16	41.9
7	15	44.4
7	14	43.5
7	13	42.9
7	12	42.6
7	11	42.0
7	10	40.8
7	9	40.0
7	8	40.7
7	7	41.0
7	6	41.7
7	5	42.1
7	4	44.6
7	3	43.1
7	2	43.4
7	1	43.3
8	1	43.5
8	2	44.5
8	3	44.8
8	4	42.1
8	5	41.4
8	6	41.0
8	7	39.9
8	8	39.2
8	9	39.3
8	10	41.4
8	11	41.6
8	12	42.8
8	13	44.9
8	14	44.0
8	15	45.1
8	16	45.5
9	16	46.0
9	15	44.7
9	14	45.7
9	13	43.5
9	12	43.2
9	11	41.5
9	10	40.6
9	9	40.1
9	8	40.4
9	7	42.1
9	6	41.5
9	5	43.1
9	4	45.1
9	3	45.2
9	2	45.2
9	1	45.2
10	2	45.7
10	3	44.8
10	4	45.3
10	5	45.4
10	6	42.6
10	7	41.2
10	8	45.4
10	9	41.3
10	10	42.5
10	11	43.6
10	12	43.2
10	13	45.3
10	14	45.0
10	15	46.6
11	14	46.7
11	13	47.4
11	12	47.3
11	11	46.3
11	10	49.8
11	9	45.8
11	8	51.8
11	7	47.2
11	6	47.6
11	5	48.4
11	4	47.0
11	3	48.2
12	7	49.3
12	8	47.7
12	9	48.9
12	10	49.1
