,RCH1_0,RCH1_1,RCH1_2,RCH1_3,RCH1_4,RCH1_5,RCH1_6,RCH1_7,RCH1_8,RCH1_9,RCH1_10,RCH2_0,RCH2_1,RCH2_2,RCH2_3,RCH2_4,RCH2_5,RCH2_6,RCH2_7,RCH2_8,RCH2_9,RCH2_10,RCH3_0,RCH3_1,RCH3_2,RCH3_3,RCH3_4,RCH3_5,RCH3_6,RCH3_7,RCH3_8,RCH3_9,RCH3_10,RCH4_0,RCH4_1,RCH4_2,RCH4_3,RCH4_4,RCH4_5,RCH4_6,RCH4_7,RCH4_8,RCH4_9,RCH4_10,RCH5_0,RCH5_1,RCH5_2,RCH5_3,RCH5_4,RCH5_5,RCH5_6,RCH5_7,RCH5_8,RCH5_9,RCH5_10
100,0.0069,0.17347,0.340036,0.506601,0.673655,0.841197,1.00825,1.17579,1.34431,1.51234,1.68185,0.0069,0.228666,0.451405,0.674143,0.89737,1.12109,1.34578,1.57145,1.79861,2.02627,2.25588,0.0069,0.233063,0.458732,0.685378,0.912512,1.13965,1.36727,1.59636,1.82646,2.05705,2.28959,0.00642,0.257974,0.51002,0.762555,1.01558,1.26958,1.52358,1.77956,2.03604,2.29448,2.55389,0.00642,0.287282,0.568147,0.850478,1.13281,1.41709,1.70139,1.98865,2.27738,2.56757,2.86167
101,0.00642,0.171516,0.336128,0.500739,0.665351,0.830451,0.996039,1.16163,1.32722,1.49329,1.65987,0.0069,0.235993,0.466059,0.695635,0.926678,1.15772,1.39023,1.6242,1.85968,2.09564,2.33454,0.00642,0.223293,0.44017,0.657047,0.873924,1.09178,1.30963,1.52895,1.74878,1.9696,2.19091,0.00642,0.250647,0.495366,0.740085,0.985293,1.23099,1.47717,1.72435,1.97253,2.22168,2.47181,0.00642,0.290701,0.575474,0.861224,1.14746,1.43468,1.72338,2.01454,2.30718,2.60274,2.90075
102,0.00642,0.173959,0.341012,0.508066,0.676097,0.844128,1.01167,1.18019,1.3492,1.51869,1.6882,0.0069,0.23697,0.467524,0.699055,0.930585,1.16358,1.39609,1.63104,1.86701,2.10443,2.34284,0.00642,0.231109,0.456289,0.68147,0.907139,1.1333,1.36043,1.58805,1.81718,2.04874,2.28031,0.0069,0.255043,0.504158,0.753274,1.00337,1.25395,1.50502,1.75757,2.01064,2.26565,2.52164,0.00642,0.302912,0.599897,0.89737,1.1968,1.49671,1.79763,2.10102,2.40635,2.71462,3.02484
103,0.00642,0.175913,0.34492,0.513439,0.682935,0.85292,1.02193,1.19289,1.36287,1.53383,1.7053,0.0069,0.240878,0.474851,0.709801,0.944751,1.18068,1.41807,1.65596,1.89583,2.13619,2.37899,0.0069,0.227689,0.449939,0.671701,0.894439,1.11669,1.3404,1.5651,1.78982,2.01601,2.24367,0.0069,0.253578,0.501228,0.749366,0.997993,1.24662,1.49573,1.74683,1.99793,2.25002,2.50406,0.00642,0.297539,0.588174,0.879785,1.17189,1.46496,1.75953,2.05509,2.3531,2.65257,2.95449
104,0.00642,0.17347,0.340524,0.508066,0.67512,0.843151,1.01069,1.17921,1.34773,1.51674,1.68674,0.0069,0.239413,0.472409,0.705405,0.939866,1.17482,1.41123,1.64912,1.88801,2.12935,2.37313,0.00642,0.224759,0.442612,0.660955,0.879785,1.0991,1.31842,1.53921,1.76099,1.98377,2.20752,0.00642,0.254066,0.501716,0.750343,0.999458,1.24857,1.49867,1.75073,2.00331,2.25784,2.51285,0.0069,0.284351,0.562285,0.841197,1.1206,1.40097,1.68185,1.9652,2.24953,2.53581,2.82405
105,0.00642,0.177378,0.348828,0.519789,0.691239,0.863178,1.03463,1.20657,1.37899,1.55191,1.72484,0.00642,0.235505,0.464593,0.69417,0.924235,1.1543,1.38534,1.61785,1.85088,2.08538,2.32135,0.0069,0.24332,0.480224,0.718105,0.955497,1.19435,1.43468,1.67648,1.92075,2.17088,2.42833,0.00642,0.250647,0.495366,0.740574,0.985781,1.23148,1.47766,1.72533,1.97448,2.22413,2.47523,0.00642,0.287282,0.569612,0.851454,1.13427,1.41807,1.70384,1.99109,2.27982,2.57099,2.86362
106,0.00642,0.178843,0.35127,0.523697,0.696612,0.869528,1.04244,1.21634,1.38974,1.56461,1.7395,0.0069,0.246739,0.487062,0.728362,0.970151,1.2134,1.45763,1.70432,1.94957,2.21289,2.49868,0.00642,0.23697,0.467524,0.699055,0.931074,1.16358,1.39658,1.63153,1.86749,2.10492,2.34431,0.00642,0.246251,0.485597,0.72592,0.966243,1.20754,1.44835,1.69113,1.93442,2.17869,2.42394,0.00642,0.283374,0.56082,0.838754,1.11767,1.39755,1.67843,1.96129,2.24562,2.53142,2.81965
107,0.00642,0.181774,0.357132,0.532489,0.707847,0.883204,1.05954,1.23587,1.4127,1.59001,1.76832,0.00642,0.232574,0.458732,0.685866,0.913001,1.14111,1.3702,1.59978,1.83134,2.06437,2.29838,0.00642,0.223782,0.440659,0.658512,0.876366,1.0952,1.31452,1.5353,1.7566,1.97986,2.2041,0.00642,0.240878,0.475828,0.710778,0.946704,1.18214,1.41856,1.65645,1.89534,2.13521,2.37606,0.00642,0.274582,0.543235,0.812378,1.08201,1.35262,1.6242,1.8973,2.17136,2.44788,2.72585
108,0.00642,0.180309,0.354201,0.528093,0.701985,0.876366,1.05026,1.22562,1.40097,1.57682,1.75269,0.0069,0.257486,0.509532,0.763043,1.01655,1.273,1.53139,1.79128,2.05558,2.32623,2.59639,0.00642,0.221339,0.436751,0.651674,0.868551,1.08494,1.3023,1.52113,1.74145,1.96325,2.18553,0.00642,0.252112,0.498785,0.745947,0.993597,1.24125,1.48987,1.73999,1.99158,2.24416,2.4982,0.0069,0.276047,0.544701,0.81482,1.08543,1.35701,1.62958,1.90365,2.17918,2.45667,2.73611
109,0.00642,0.182751,0.359086,0.534932,0.711755,0.888578,1.06491,1.24271,1.42051,1.5988,1.77809,0.0069,0.238436,0.470455,0.703451,0.937424,1.17189,1.40732,1.64423,1.88362,2.12495,2.36873,0.00642,0.222316,0.437728,0.653628,0.870016,1.08689,1.30377,1.52211,1.74145,1.96129,2.18211,0.00642,0.238436,0.470943,0.702962,0.93547,1.16895,1.40244,1.63739,1.87287,2.10932,2.34675,0.0069,0.28142,0.556912,0.832404,1.10936,1.38681,1.66622,1.94664,2.2295,2.51383,2.80109
110,0.00642,0.182751,0.359574,0.535909,0.71322,0.890043,1.06735,1.24564,1.42393,1.6032,1.78298,0.00642,0.241366,0.476805,0.712243,0.949147,1.18556,1.42344,1.6628,1.90365,2.14498,2.38876,0.00642,0.226224,0.446032,0.665839,0.886624,1.1079,1.33063,1.55337,1.77809,2.00331,2.23097,0.00642,0.246251,0.486085,0.72592,0.966731,1.20754,1.44982,1.69211,1.93589,2.18065,2.42687,0.00642,0.286793,0.567658,0.849501,1.13183,1.41514,1.69993,1.9867,2.27493,2.56561,2.85873
111,0.00642,0.182751,0.359086,0.53542,0.712243,0.889554,1.06687,1.24467,1.42295,1.60222,1.782,0.00642,0.244297,0.482666,0.721524,0.961358,1.20168,1.44347,1.68625,1.93149,2.17772,2.42638,0.00642,0.233551,0.460685,0.68782,0.915443,1.14404,1.37313,1.6032,1.83427,2.06633,2.29985,0.0069,0.26872,0.531024,0.795281,1.06833,1.35945,1.66524,1.92905,2.15622,2.42882,2.67456,0.00642,0.295097,0.584266,0.874412,1.16554,1.4591,1.75318,2.05021,2.3487,2.65062,2.95547
112,0.0069,0.181286,0.355666,0.530535,0.705893,0.881251,1.05661,1.23294,1.41025,1.58757,1.76588,0.0069,0.239413,0.471432,0.704428,0.937912,1.17189,1.40635,1.64228,1.87922,2.11665,2.35652,0.0069,0.23062,0.454335,0.678539,0.90372,1.1289,1.35457,1.5817,1.80936,2.03799,2.26761,0.0069,0.250647,0.495366,0.739597,0.984804,1.2305,1.47668,1.72387,1.97204,2.22119,2.47181,0.0069,0.303889,0.601362,0.899324,1.19924,1.50013,1.80301,2.10834,2.41563,2.72585,3.039
113,0.00642,0.183239,0.360062,0.536885,0.714197,0.89102,1.06882,1.24711,1.4254,1.60417,1.78347,0.00642,0.243809,0.481201,0.718593,0.957939,1.1968,1.43761,1.67941,1.92319,2.16843,2.41563,0.00642,0.236482,0.466547,0.696612,0.927166,1.15821,1.38974,1.62323,1.85626,2.09124,2.32721,0.00642,0.261393,0.516859,0.772812,1.02925,1.28814,1.55044,1.82743,2.09564,2.36531,2.61838,0.0069,0.304866,0.603805,0.903231,1.20364,1.50453,1.8074,2.11176,2.41759,2.72634,3.03656
114,0.00642,0.182751,0.359574,0.536397,0.712731,0.890043,1.06735,1.24564,1.42393,1.60271,1.78249,0.00642,0.24967,0.492924,0.736666,0.981385,1.22659,1.47229,1.71996,1.96862,2.21826,2.47035,0.00642,0.236482,0.466059,0.697101,0.928143,1.15967,1.39169,1.62469,1.85968,2.09466,2.3316,0.0069,0.252601,0.499762,0.747412,0.994574,1.24271,1.49183,1.74194,1.99305,2.24513,2.49917,0.00642,0.297051,0.588662,0.880762,1.17335,1.4674,1.76246,2.05949,2.35896,2.6599,2.96377
115,0.00642,0.184216,0.362016,0.540305,0.718593,0.89737,1.07615,1.25541,1.43517,1.61541,1.79617,0.00642,0.241855,0.47827,0.713708,0.950612,1.188,1.42637,1.66573,1.90609,2.14791,2.39121,0.00642,0.234039,0.461174,0.688797,0.916908,1.146,1.37557,1.60613,1.83721,2.06975,2.30376,0.00642,0.265301,0.523697,0.783558,1.04342,1.30524,1.56852,1.83525,2.1059,2.38046,2.66918,0.00642,0.298028,0.589639,0.882716,1.17628,1.47131,1.76783,2.06633,2.36776,2.67065,2.97647
116,0.0069,0.182263,0.358109,0.533466,0.709801,0.886135,1.06247,1.23978,1.41709,1.59489,1.7737,0.00642,0.247228,0.487551,0.728851,0.971616,1.21438,1.45812,1.70384,1.95103,2.1997,2.45081,0.00642,0.23697,0.468501,0.699543,0.930585,1.1626,1.3956,1.62909,1.86408,2.09955,2.33649,0.00642,0.269209,0.532489,0.79577,1.05954,1.32526,1.5905,1.85821,2.12642,2.39756,2.66918,0.00642,0.292166,0.578405,0.86562,1.15332,1.44249,1.73217,2.0248,2.3189,2.61544,2.91492
117,0.00642,0.184216,0.362016,0.539816,0.718105,0.896393,1.07566,1.25444,1.43517,1.61541,1.79666,0.0069,0.248693,0.491947,0.735689,0.979431,1.22366,1.46887,1.71507,1.96325,2.21191,2.46204,0.00642,0.235016,0.463128,0.692216,0.921304,1.15088,1.38143,1.61248,1.84502,2.07805,2.31206,0.00642,0.26872,0.531024,0.794304,1.05807,1.32282,1.58805,1.85528,2.12349,2.39316,2.66576,0.00642,0.295097,0.584266,0.874412,1.16554,1.45812,1.75171,2.04776,2.34626,2.64671,2.95107
