5	13	166.8
5	12	46.3
5	11	46.8
5	10	46.8
5	9	47.4
5	8	47.1
5	7	47.6
5	6	47.0
5	5	46.2
5	4	35.8
6	3	46.1
6	4	47.0
6	5	47.9
6	6	46.0
6	7	46.7
6	8	47.6
6	9	46.2
6	10	47.0
6	11	46.5
6	12	48.7
6	13	47.7
6	14	47.2
7	16	46.4
7	15	48.2
7	14	47.8
7	13	48.1
7	12	46.7
7	11	44.9
7	10	44.2
7	9	43.3
7	8	43.0
7	7	43.3
7	6	44.4
7	5	47.2
7	4	48.3
7	3	47.7
7	2	48.3
7	1	47.0
8	1	47.7
8	2	49.4
8	3	46.9
8	4	48.4
8	5	44.0
8	6	42.1
8	7	40.6
8	8	40.2
8	9	40.9
8	10	43.7
8	11	43.5
8	12	45.6
8	13	46.1
8	14	47.6
8	15	48.0
8	16	50.1
9	16	47.4
9	15	48.9
9	14	47.8
9	13	47.4
9	12	44.4
9	11	43.4
9	10	41.3
9	9	40.6
9	8	40.0
9	7	40.5
9	6	43.4
9	5	43.9
9	4	45.5
9	3	47.6
9	2	47.9
9	1	48.9
10	2	48.4
10	3	48.7
10	4	47.4
10	5	46.0
10	6	45.0
10	7	43.4
10	8	42.6
10	9	43.5
10	10	45.0
10	11	45.1
10	12	47.1
10	13	48.9
10	14	50.9
10	15	49.3
11	14	50.3
11	13	49.9
11	12	50.1
11	11	49.4
11	10	48.4
11	9	47.4
11	8	49.8
11	7	46.8
11	6	48.4
11	5	53.4
11	4	49.3
11	3	52.2
12	7	49.8
12	8	53.3
12	9	53.3
12	10	53.2
